Ag,B,Ba,Co,Cr,Mo,Ni,Pb,Sn,Zn,Binary,Quaternary
59,0.02,31,680,11,1,2,19,5,91,0,0
84,0.02,30,681,25,1,14,15,5,65,0,0
67,0.02,27,681,16,1,31,21,5,106,0,0
67,0.02,37,685,18,1,44,17,5,74,0,0
46,0.02,18,686,27,1,14,17,5,31,0,0
61,0.02,65,694,61,1,161,10,5,58,0,0
128,0.02,88,700,44,1,95,120,35,460,0,0
43,0.02,16,700,26,1,32,8,5,47,0,0
83,0.02,51,700,45,1,69,34,65,285,0,0
60,0.02,42,700,13,1,2,20,5,91,0,0
52,0.02,26,702,15,1,21,13,5,116,0,0
59,0.02,33,703,20,1,38,19,5,15,0,0
72,0.02,39,703,27,1,50,25,5,104,0,0
110,0.02,31,705,16,1,7,75,5,149,0,0
80,0.02,37,707,25,1,65,26,5,180,0,0
92,0.02,49,710,17,1,30,19,5,45,0,0
52,0.02,25,710,10,1,2,24,10,90,0,0
63,0.02,37,710,18,1,27,16,5,98,0,0
82,0.02,19,727,27,1,33,18,5,102,0,0
107,0.02,57,730,39,1,70,40,5,84,0,0
113,0.02,48,732,43,1,84,29,5,90,0,0
92,0.02,47,735,35,1,66,76,24,225,0,0
54,0.02,29,750,16,1,2,15,5,75,0,0
103,0.02,56,750,39,1,70,43,11,86,0,0
103,0.02,36,750,34,1,59,18,5,46,0,0
45,0.02,34,757,17,1,33,15,5,27,0,0
82,0.02,54,760,56,1,170,54,56,255,0,0
85,0.02,57,760,22,1,39,19,5,40,0,0
46,0.02,21,762,39,1,86,15,5,52,0,0
58,0.02,38,772,51,1,142,30,5,124,0,0
80,0.02,52,790,38,1,100,56,19,285,0,0
203,0.02,124,795,60,1,100,70,15,124,0,0
65,0.02,29,800,12,1,2,21,5,85,0,0
78,0.02,29,805,54,1,115,30,5,341,0,0
127,0.02,55,805,29,1,71,28,5,108,0,0
103,0.02,60,811,45,1,37,12,5,45,0,0
36,0.02,22,819,13,1,55,10,5,36,0,0
133,0.02,75,834,41,1,75,33,14,85,0,0
46,0.02,25,862,15,1,28,44,5,56,0,0
60,0.02,41,880,27,1,53,27,5,116,0,0
43,0.02,26,890,11,1,42,44,5,198,0,0
54,0.02,60,895,31,1,106,157,5,220,0,0
45,0.02,30,1200,32,1,92,460,5,212,0,0
59,0.02,42,1200,29,1,53,32,5,100,0,0
57,0.02,63,1200,55,1,34,49,5,186,0,0
56,0.02,31,-999,11,2,27,92,5,94,0,0
41,0.02,35,-999,11,2,28,23,5,61,0,0
70,0.02,32,-999,20,2,45,23,5,107,0,0
103,0.02,56,-999,22,2,57,36,5,147,0,0
114,0.02,52,-999,18,2,40,18,5,137,0,0
143,0.02,39,-999,23,2,43,37,5,129,0,0
121,0.02,46,-999,27,2,48,24,5,101,0,0
167,0.02,54,-999,34,2,83,39,5,126,0,0
108,0.02,38,-999,23,2,51,45,5,132,0,0
220,0.02,63,-999,27,2,71,59,5,142,1,1
98,0.02,28,-999,21,2,24,38,5,87,0,0
65,0.02,44,-999,42,2,103,18,5,108,0,0
9,0.02,2,15,7,2,18,2,5,7,0,0
18,0.02,2,31,13,2,66,2,5,7,0,0
11,0.02,2,48,2,2,2,2,5,2,0,0
10,0.02,2,51,22,2,5,2,5,19,0,0
2,0.02,2,74,7,2,2,2,5,2,0,0
21,0.02,2,76,14,2,34,2,5,50,0,0
21,0.02,2,81,8,2,2,2,5,44,0,0
17,0.02,5,91,13,2,35,2,5,30,0,0
9,0.02,2,94,25,2,7,2,5,2,0,0
22,0.02,2,98,11,2,14,2,5,30,0,0
16,0.02,2,102,20,2,39,2,5,29,0,0
20,0.02,2,102,19,2,30,2,5,72,0,0
12,0.02,2,105,9,2,10,2,5,155,0,0
11,0.02,2,128,26,2,9,2,5,45,0,0
74,0.02,33,132,49,2,112,5,11,109,0,0
34,0.02,26,132,40,2,345,26,22,110,0,0
23,0.02,13,139,12,2,33,12,5,157,0,0
40,0.02,33,139,17,2,25,29,5,92,0,0
30,0.02,22,140,27,2,130,8,5,223,0,0
22,0.02,15,148,33,2,81,2,5,8,0,0
14,0.02,2,150,11,2,7,2,5,2,0,0
78,0.02,32,152,18,2,53,34,36,180,0,0
38,0.02,16,155,49,2,89,11,5,182,0,0
30,0.02,2,155,14,2,46,2,5,59,0,0
29,0.02,9,155,19,2,40,2,5,81,0,0
72,0.02,41,158,180,2,1200,14,5,88,0,0
78,0.02,22,160,13,2,32,29,23,132,0,0
42,0.02,13,165,42,2,110,2,5,76,0,0
67,0.02,10,172,61,2,74,2,5,139,0,0
28,0.02,7,181,18,2,42,2,5,74,0,0
43,0.02,18,185,50,2,90,13,5,141,0,0
56,0.02,20,185,36,2,83,14,5,130,0,0
80,0.02,48,185,16,2,44,15,5,70,0,0
76,0.02,25,186,36,2,102,25,5,66,0,0
57,0.02,16,188,27,2,82,20,5,64,0,0
71,0.02,42,188,23,2,42,16,5,94,0,0
38,0.02,30,190,28,2,91,2,5,42,0,0
20,0.02,7,193,14,2,16,11,10,83,0,0
65,0.02,25,195,38,2,155,7,5,66,0,0
70,0.02,57,195,13,2,16,62,5,172,0,0
81,0.02,67,195,17,2,54,16,5,80,0,0
42,0.02,11,203,18,2,38,6,5,125,0,0
38,0.02,15,205,22,2,94,44,5,125,0,0
19,0.02,2,206,18,2,7,9,5,245,0,0
42,0.02,15,208,20,2,81,46,10,140,0,0
100,0.02,83,209,22,2,64,12,5,77,0,0
78,0.02,19,210,54,2,117,5,5,236,0,0
52,0.02,45,210,27,2,90,45,11,155,0,0
39,0.02,30,215,23,2,21,32,19,135,0,0
39,0.02,20,220,22,2,76,51,5,132,0,0
35,0.02,55,230,21,2,124,13,5,45,0,0
79,0.02,32,230,38,2,39,16,42,205,0,0
36,0.02,40,231,20,2,151,12,5,78,0,0
73,0.02,44,233,31,2,65,6,5,22,0,0
89,0.02,28,233,39,2,104,13,5,103,0,0
88,0.02,79,233,20,2,66,19,5,103,0,0
82,0.02,60,239,22,2,65,15,5,80,0,0
17,0.02,2,241,18,2,5,8,5,196,0,0
96,0.02,18,241,25,2,42,12,14,155,0,0
110,0.02,32,248,24,2,68,36,5,150,0,0
44,0.02,39,249,17,2,59,13,5,69,0,0
32,0.02,15,249,27,2,91,8,5,58,0,0
57,0.02,29,254,42,2,53,8,5,62,0,0
41,0.02,17,258,37,2,90,2,5,83,0,0
50,0.02,10,259,31,2,39,6,5,72,0,0
65,0.02,17,259,15,2,31,17,5,81,0,0
17,0.02,2,261,29,2,12,8,5,80,0,0
46,0.02,51,262,38,2,85,11,5,126,0,0
43,0.02,26,263,22,2,26,9,5,107,0,0
49,0.02,15,264,31,2,45,2,5,72,0,0
101,0.02,38,265,32,2,15,12,31,160,0,0
74,0.02,33,265,32,2,26,16,25,151,0,0
50,0.02,13,269,10,2,50,12,5,93,0,0
48,0.02,30,270,12,2,36,32,5,46,0,0
32,0.02,23,270,14,2,60,51,5,123,0,0
41,0.02,17,271,31,2,40,9,5,99,0,0
23,0.02,10,272,31,2,112,2,5,29,0,0
46,0.02,31,274,14,2,57,17,5,135,0,0
40,0.02,7,275,12,2,11,2,5,56,0,0
109,0.02,45,276,27,2,70,14,5,74,0,0
27,0.02,24,277,14,2,18,14,5,168,0,0
27,0.02,9,277,9,2,24,6,5,18,0,0
117,0.02,76,277,31,2,56,33,5,210,0,0
49,1,28,278,17,2,27,33,5,118,0,0
52,0.02,22,280,52,2,140,10,5,116,0,0
38,0.02,26,280,44,2,88,9,5,99,0,0
44,0.02,25,282,12,2,48,12,5,43,0,0
51,0.02,30,282,22,2,37,18,5,43,0,0
49,0.02,43,282,12,2,27,14,5,57,0,0
49,0.02,56,283,44,2,186,11,5,96,0,0
52,0.02,39,283,49,2,273,13,5,138,0,0
69,0.02,12,284,37,2,48,6,5,106,0,0
38,0.02,2,284,25,2,23,6,5,168,0,0
66,0.02,8,286,16,2,57,13,5,120,0,0
82,0.02,45,287,23,2,65,25,12,44,0,0
68,0.02,43,287,33,2,108,14,5,127,0,0
70,0.02,30,288,35,2,33,19,32,160,0,0
41,0.02,60,289,26,2,34,9,5,82,0,0
25,0.02,2,291,11,2,6,14,5,86,0,0
63,0.02,30,291,10,2,52,8,5,83,0,0
91,0.02,41,292,33,2,28,20,30,159,0,0
75,0.02,29,292,39,2,40,12,5,78,0,0
47,0.02,32,293,42,2,63,14,5,126,0,0
42,0.02,8,294,21,2,33,9,5,45,0,0
40,0.02,13,294,16,2,22,29,5,111,0,0
69,0.02,38,295,30,2,41,16,31,155,0,0
33,0.02,10,295,21,2,28,14,11,145,0,0
35,0.02,35,297,9,2,24,11,5,54,0,0
39,0.02,53,297,9,2,21,24,5,67,0,0
79,0.02,41,297,20,2,48,20,5,63,0,0
62,0.02,38,300,28,2,25,19,26,145,0,0
49,0.02,18,300,13,2,36,8,5,34,0,0
82,0.02,64,300,21,2,33,95,5,129,0,0
53,0.02,20,301,27,2,121,14,5,85,0,0
56,0.02,17,301,10,2,45,17,5,109,0,0
57,0.02,25,301,20,2,41,8,5,87,0,0
52,0.02,30,302,16,2,61,16,5,150,0,0
82,0.02,13,303,35,2,40,8,20,105,0,0
42,0.02,5,305,21,2,21,10,5,91,0,0
37,0.02,13,305,13,2,5,13,5,65,0,0
48,0.02,20,306,30,2,116,9,5,88,0,0
45,0.02,34,307,39,2,200,20,5,94,0,0
68,0.02,35,308,29,2,55,16,5,107,0,0
44,0.02,19,312,15,2,45,12,5,88,0,0
48,0.02,22,313,26,2,43,13,5,68,0,0
78,0.02,21,314,49,2,135,7,5,72,0,0
45,0.02,31,314,26,2,91,22,5,92,0,0
55,0.02,28,314,20,2,29,22,5,55,0,0
54,0.02,21,315,16,2,38,18,5,54,0,0
72,0.02,74,315,16,2,32,31,24,206,0,0
61,0.02,22,315,26,2,55,2,5,30,0,0
61,0.02,33,318,27,2,43,14,12,89,0,0
65,0.02,24,319,38,2,120,11,5,74,0,0
38,0.02,15,319,16,2,36,6,5,31,0,0
46,0.02,56,321,50,2,138,13,5,252,0,0
40,0.02,19,324,31,2,42,16,5,96,0,0
111,0.02,29,327,22,2,40,15,5,123,0,0
36,0.02,24,328,25,2,48,17,5,150,0,0
35,0.02,21,329,36,2,63,7,5,69,0,0
50,0.02,7,329,21,2,41,12,5,43,0,0
153,0.02,24,329,15,2,23,56,5,95,0,0
44,0.02,29,331,35,2,59,10,5,139,0,0
50,0.02,34,331,26,2,57,32,5,42,0,0
54,0.02,36,331,59,2,166,7,12,80,0,0
43,0.02,14,331,20,2,38,14,5,53,0,0
60,0.02,51,331,18,2,36,61,5,135,0,0
39,0.02,11,333,20,2,45,16,5,58,0,0
65,0.02,32,333,21,2,35,34,5,111,0,0
58,0.02,30,335,23,2,62,42,5,66,0,0
44,0.02,21,336,40,2,110,12,5,119,0,0
103,0.02,35,336,70,2,246,9,5,168,0,0
56,0.02,33,337,46,2,152,9,5,92,0,0
56,0.02,13,337,39,2,99,11,5,46,0,0
47,0.02,23,338,18,2,40,18,5,173,0,0
57,0.02,71,338,48,2,261,15,5,91,0,0
89,0.02,20,339,26,2,48,13,5,113,0,0
42,0.02,30,340,16,2,54,18,5,130,0,0
32,0.02,5,340,16,2,19,7,5,55,0,0
62,0.02,15,341,46,2,129,9,5,53,0,0
55,0.02,27,343,43,2,104,14,5,232,0,0
70,0.02,76,343,49,2,50,10,5,89,0,0
34,0.02,17,343,22,2,30,12,5,115,0,0
56,0.02,42,345,18,2,67,36,5,142,0,0
96,0.02,31,346,25,2,47,11,11,79,0,0
59,0.02,19,347,37,2,58,17,11,113,0,0
55,0.02,17,349,29,2,41,14,5,70,0,0
47,0.02,45,349,13,2,29,16,5,80,0,0
74,0.02,69,350,41,2,147,174,5,250,0,0
64,0.02,34,350,10,2,53,11,5,107,0,0
45,0.02,15,350,36,2,109,7,5,59,0,0
30,0.02,7,350,11,2,23,7,5,57,0,0
63,0.02,23,351,27,2,41,14,14,69,0,0
70,0.02,75,355,55,2,138,14,5,112,0,0
55,0.02,19,358,20,2,38,7,5,51,0,0
87,0.02,46,358,20,2,33,28,5,102,0,0
74,0.02,52,359,16,2,93,20,11,108,0,0
64,0.02,30,360,43,2,153,22,5,58,0,0
50,0.02,22,360,30,2,110,18,14,95,0,0
59,0.02,22,360,53,2,135,30,5,106,0,0
78,0.02,45,360,42,2,46,20,31,155,0,0
100,0.02,35,360,42,2,125,240,69,272,0,0
81,0.02,127,360,30,2,71,17,5,64,0,0
53,0.02,18,360,41,2,30,21,5,77,0,0
75,0.02,36,360,28,2,89,41,5,180,0,0
108,0.02,52,360,27,2,87,13,5,60,0,0
73,0.02,11,361,18,2,61,11,5,115,0,0
71,0.02,76,361,27,2,37,19,5,82,0,0
64,0.02,28,362,29,2,228,16,5,109,0,0
84,0.02,32,365,17,2,56,29,5,47,0,0
121,0.02,46,367,36,2,61,18,20,54,0,0
42,0.02,28,367,22,2,38,14,5,77,0,0
92,0.02,29,368,34,2,121,20,5,94,0,0
65,0.02,27,369,19,2,48,18,5,104,0,0
76,0.02,28,370,27,2,52,15,11,79,0,0
90,0.02,45,370,23,2,53,16,5,72,0,0
65,0.02,39,370,15,2,36,20,5,89,0,0
100,0.02,42,371,39,2,117,84,5,132,0,0
42,0.02,21,371,28,2,35,18,5,159,0,0
46,0.02,29,371,42,2,120,15,5,117,0,0
34,0.02,13,372,19,2,32,11,5,89,0,0
58,0.02,28,372,11,2,28,28,5,84,0,0
60,0.02,22,373,18,2,50,34,5,85,0,0
87,0.02,85,373,39,2,70,32,5,108,0,0
56,0.02,13,374,16,2,42,12,5,112,0,0
49,0.02,34,375,9,2,19,29,5,96,0,0
103,0.02,38,377,34,2,51,56,5,130,0,0
61,0.02,16,380,22,2,84,18,12,98,0,0
103,0.02,52,380,51,2,75,82,5,198,0,0
37,0.02,31,380,26,2,38,14,5,100,0,0
67,0.02,46,380,16,2,30,52,5,98,0,0
55,0.02,52,381,37,2,99,16,5,47,0,0
113,0.02,18,381,20,2,76,14,5,134,0,0
66,0.02,14,381,20,2,66,10,5,99,0,0
45,0.02,19,383,40,2,41,12,5,34,0,0
69,0.02,43,385,34,2,66,18,19,109,0,0
83,0.02,61,386,28,2,60,14,5,95,0,0
32,0.02,26,387,37,2,146,8,5,48,0,0
106,0.02,38,387,19,2,43,17,5,84,0,0
45,0.02,22,390,26,2,108,16,5,82,0,0
34,0.02,24,392,35,2,131,9,5,50,0,0
42,0.02,30,393,14,2,38,7,5,87,0,0
43,0.02,34,393,15,2,22,65,5,205,0,0
55,0.02,42,398,44,2,67,10,5,71,0,0
72,0.02,32,398,33,2,66,17,5,123,0,0
69,0.02,87,398,26,2,53,70,5,72,0,0
56,0.02,34,399,42,2,69,13,5,63,0,0
74,0.02,21,399,58,2,54,15,5,63,0,0
95,0.02,44,400,46,2,64,22,5,47,0,0
45,0.02,36,400,41,2,225,15,5,84,0,0
74,0.02,44,400,34,2,102,40,10,100,0,0
60,0.02,28,400,18,2,38,21,5,111,0,0
58,0.02,31,400,29,2,43,16,14,90,0,0
51,0.02,22,401,22,2,29,10,5,85,0,0
78,0.02,25,402,47,2,79,20,14,154,0,0
65,0.02,31,402,25,2,57,15,5,60,0,0
56,0.02,18,404,20,2,29,6,5,70,0,0
46,0.02,42,404,33,2,76,28,41,193,0,0
79,0.02,32,405,38,2,120,14,5,79,0,0
100,0.02,85,405,55,2,84,30,13,107,0,0
58,0.02,56,407,42,2,137,20,10,55,0,0
32,0.02,2,408,26,2,23,2,5,118,0,0
64,0.02,31,408,19,2,38,16,5,108,0,0
114,0.02,72,408,37,2,177,15,5,82,0,0
75,0.02,51,410,43,2,28,50,13,156,0,0
94,0.02,86,410,18,2,2,25,16,160,0,0
90,0.02,120,410,24,2,51,69,55,270,0,0
39,0.02,18,411,18,2,17,13,5,34,0,0
65,0.02,21,413,24,2,46,14,5,58,0,0
74,0.02,40,413,20,2,64,18,12,131,0,0
83,0.02,57,413,26,2,55,27,5,69,0,0
45,0.02,16,414,16,2,42,9,5,133,0,0
78,0.02,43,414,54,2,116,45,58,142,0,0
68,0.02,32,415,18,2,52,17,5,105,0,0
57,0.02,19,415,13,2,18,13,5,105,0,0
56,0.02,24,415,34,2,20,13,5,40,0,0
353,0.02,170,415,163,2,307,39,32,109,1,2
41,0.02,25,416,11,2,27,14,5,29,0,0
69,0.02,13,417,17,2,23,5,5,75,0,0
67,0.02,20,418,23,2,47,13,5,93,0,0
46,0.02,10,419,19,2,36,7,5,232,0,0
92,0.02,34,419,41,2,135,17,5,118,0,0
75,0.02,44,419,36,2,174,36,5,59,0,0
84,0.02,57,420,34,2,65,62,14,265,0,0
43,0.02,14,420,17,2,33,6,5,39,0,0
70,0.02,60,420,19,2,80,40,24,170,0,0
990,0.02,175,420,28,2,11,20,41,121,1,3
80,0.02,77,420,18,2,42,32,11,62,0,0
71,0.02,18,421,39,2,109,16,5,53,0,0
58,0.02,47,421,13,2,29,31,5,79,0,0
50,0.02,25,423,17,2,45,28,5,66,0,0
51,0.02,31,423,25,2,37,13,10,79,0,0
57,0.02,29,424,57,2,121,8,5,290,0,0
99,0.02,241,425,51,2,18,26,34,180,0,0
95,0.02,39,425,26,2,38,17,5,117,0,0
83,0.02,45,426,32,2,58,18,5,99,0,0
57,0.02,22,426,18,2,57,15,5,93,0,0
89,0.02,101,426,20,2,6,28,5,140,0,0
68,0.02,46,426,17,2,37,43,5,67,0,0
71,0.02,38,427,24,2,49,25,5,68,0,0
52,0.02,39,428,14,2,50,23,5,84,0,0
35,0.02,11,428,38,2,26,11,5,99,0,0
107,0.02,56,429,90,2,174,22,5,150,0,0
100,0.02,48,429,61,2,94,20,5,97,0,0
68,0.02,21,431,21,2,96,22,5,118,0,0
40,0.02,14,433,45,2,49,14,5,177,0,0
76,0.02,15,433,24,2,42,21,16,90,0,0
23,0.02,15,434,34,2,23,6,5,74,0,0
48,0.02,31,436,9,2,62,24,5,91,0,0
56,0.02,15,437,24,2,42,7,5,50,0,0
90,0.02,33,437,34,2,105,32,5,96,0,0
57,0.02,25,438,20,2,53,20,5,76,0,0
85,0.02,37,438,25,2,52,15,5,72,0,0
38,0.02,19,439,31,2,85,13,5,70,0,0
54,0.02,41,439,26,2,35,30,13,154,0,0
61,0.02,25,439,18,2,27,20,5,58,0,0
58,0.02,46,440,15,2,48,17,5,82,0,0
58,0.02,26,440,18,2,38,15,5,87,0,0
54,0.02,37,440,26,2,42,15,5,108,0,0
120,0.02,35,441,39,2,106,20,5,109,0,0
92,0.02,27,442,31,2,110,25,26,120,0,0
38,0.02,19,442,30,2,147,10,5,55,0,0
60,0.02,38,442,11,2,19,35,23,212,0,0
60,0.02,19,442,47,2,41,18,5,94,0,0
55,0.02,11,443,41,2,93,8,5,57,0,0
17,0.02,6,443,32,2,15,7,5,100,0,0
28,0.02,22,443,28,2,31,10,5,78,0,0
62,0.02,23,443,44,2,40,11,5,43,0,0
68,0.02,31,446,29,2,47,18,14,77,0,0
79,0.02,55,447,44,2,116,50,13,68,0,0
39,0.02,86,448,29,2,75,15,5,36,0,0
44,0.02,42,448,11,2,26,25,5,57,0,0
87,0.02,66,448,19,2,55,23,5,76,0,0
44,0.02,25,450,18,2,85,18,5,70,0,0
48,0.02,22,450,20,2,86,25,5,83,0,0
38,0.02,15,450,9,2,18,30,5,32,0,0
120,0.02,37,450,28,2,34,40,41,175,0,0
75,0.02,44,450,27,2,54,15,5,102,0,0
70,0.02,42,450,21,2,43,36,5,160,0,0
94,0.02,83,450,23,2,90,30,23,94,0,0
51,0.02,43,451,30,2,83,19,5,77,0,0
83,0.02,43,451,39,2,85,11,5,108,0,0
45,0.02,49,452,42,2,144,17,5,80,0,0
64,0.02,22,454,36,2,68,10,12,83,0,0
60,0.02,28,454,19,2,43,16,5,105,0,0
68,0.02,53,456,46,2,108,29,5,47,0,0
34,0.02,26,456,15,2,35,27,5,132,0,0
79,0.02,21,458,43,2,102,17,5,45,0,0
58,0.02,8,458,40,2,80,8,5,38,0,0
57,0.02,24,458,21,2,42,13,5,114,0,0
79,0.02,15,459,49,2,97,8,5,45,0,0
39,0.02,19,459,38,2,79,11,5,51,0,0
94,0.02,46,460,32,2,44,42,5,172,0,0
44,0.02,31,460,10,2,34,12,5,72,0,0
100,0.02,90,460,25,2,110,41,78,220,0,0
49,0.02,46,462,16,2,51,12,5,72,0,0
56,0.02,32,462,56,2,460,36,36,128,0,0
68,0.02,24,463,19,2,38,12,5,55,0,0
51,0.02,24,464,21,2,51,14,5,67,0,0
39,0.02,32,465,45,2,124,8,5,50,0,0
72,0.02,34,467,33,2,48,15,15,113,0,0
66,0.02,24,468,24,2,42,35,5,71,0,0
68,0.02,27,468,39,2,69,16,5,55,0,0
78,0.02,54,470,34,2,68,35,5,125,0,0
48,0.02,31,470,18,2,51,32,5,69,0,0
90,0.02,28,470,11,2,42,24,5,120,0,0
52,0.02,28,471,23,2,59,20,5,52,0,0
40,0.02,8,471,33,2,51,13,5,169,0,0
56,0.02,31,471,28,2,44,18,5,77,0,0
56,0.02,39,471,28,2,93,19,5,91,0,0
92,0.02,25,471,42,2,92,9,5,135,0,0
75,0.02,18,473,44,2,85,8,5,28,0,0
61,0.02,31,474,21,2,50,22,5,123,0,0
212,0.02,163,474,69,2,163,44,21,141,0,0
84,0.02,11,475,47,2,65,14,5,41,0,0
38,0.02,28,475,2,2,6,33,5,75,0,0
71,0.02,27,476,27,2,72,17,5,49,0,0
92,0.02,18,480,47,2,159,15,5,45,0,0
38,0.02,12,480,11,2,12,19,5,70,0,0
51,0.02,16,480,23,2,36,32,5,120,0,0
90,0.02,22,480,29,2,100,20,16,103,0,0
45,0.02,27,480,36,2,135,6,5,51,0,0
34,0.02,2,480,19,2,31,12,5,141,0,0
80,0.02,55,480,18,2,70,31,30,110,0,0
37,0.02,5,481,20,2,18,16,5,204,0,0
72,0.02,48,482,20,2,45,29,5,101,0,0
80,0.02,14,482,22,2,48,46,5,90,0,0
60,0.02,35,483,22,2,64,10,5,86,0,0
63,0.02,29,483,12,2,32,42,5,124,0,0
98,0.02,44,483,27,2,40,25,5,150,0,0
42,0.02,18,484,24,2,41,17,5,70,0,0
109,0.02,28,485,24,2,49,21,5,129,0,0
61,0.02,28,486,35,2,45,11,5,57,0,0
61,0.02,28,486,27,2,47,19,5,69,0,0
86,0.02,21,489,48,2,58,9,5,73,0,0
47,0.02,22,490,39,2,43,12,5,36,0,0
107,0.02,91,490,50,2,74,23,12,110,0,0
64,0.02,45,492,29,2,58,14,5,101,0,0
35,0.02,17,493,38,2,31,17,5,76,0,0
56,0.02,32,495,18,2,45,23,5,112,0,0
81,0.02,49,497,30,2,44,21,5,44,0,0
31,0.02,11,500,20,2,43,12,5,113,0,0
70,0.02,50,500,25,2,33,61,5,130,0,0
72,0.02,32,502,44,2,42,18,5,44,0,0
41,0.02,29,505,13,2,38,16,5,30,0,0
69,0.02,49,505,29,2,2,61,5,159,0,0
68,0.02,43,506,27,2,68,9,5,66,0,0
44,0.02,29,507,23,2,30,13,5,98,0,0
74,0.02,21,508,24,2,37,18,5,52,0,0
85,0.02,47,508,33,2,122,26,5,82,0,0
68,0.02,45,509,40,2,66,15,5,74,0,0
50,0.02,36,510,16,2,41,32,5,72,0,0
50,0.02,35,510,15,2,33,19,5,113,0,0
37,0.02,25,514,14,2,32,11,5,20,0,0
85,0.02,72,515,31,2,2,70,5,149,0,0
83,0.02,38,516,39,2,88,8,5,101,0,0
39,0.02,28,518,9,2,27,14,5,29,0,0
52,0.02,28,518,19,2,35,15,5,80,0,0
48,0.02,34,520,16,2,45,39,5,51,0,0
38,0.02,18,520,15,2,43,25,5,95,0,0
65,0.02,32,520,16,2,59,32,10,80,0,0
90,0.02,23,521,54,2,50,15,5,83,0,0
66,0.02,53,521,24,2,43,65,5,139,0,0
49,0.02,25,529,20,2,47,10,5,75,0,0
54,0.02,12,530,24,2,51,14,5,108,0,0
79,0.02,37,530,27,2,49,70,5,93,0,0
52,0.02,34,531,12,2,42,24,5,108,0,0
38,0.02,12,531,32,2,22,6,5,21,0,0
55,0.02,50,531,24,2,106,58,10,395,0,0
74,0.02,17,532,42,2,88,14,5,36,0,0
84,0.02,25,532,35,2,88,16,20,104,0,0
96,0.02,81,534,34,2,84,24,5,50,0,0
68,0.02,28,535,21,2,47,18,5,51,0,0
57,0.02,8,536,36,2,65,9,5,29,0,0
35,0.02,18,536,47,2,42,12,5,154,0,0
70,0.02,18,537,24,2,55,22,5,126,0,0
59,0.02,25,537,31,2,82,10,5,72,0,0
472,0.02,21,537,15,2,38,37,5,65,1,3
52,0.02,41,539,25,2,58,29,5,119,0,0
52,0.02,28,540,15,2,29,27,5,70,0,0
37,0.02,25,540,11,2,17,37,5,100,0,0
31,0.02,13,540,12,2,36,27,5,150,0,0
64,0.02,26,540,16,2,40,40,5,62,0,0
165,0.02,30,540,30,2,70,17,5,254,0,0
82,0.02,66,541,37,2,119,25,5,48,0,0
81,0.02,29,541,32,2,74,8,5,114,0,0
66,0.02,57,542,22,2,50,37,5,178,0,0
40,0.02,18,542,42,2,45,12,5,214,0,0
42,0.02,15,542,9,2,24,29,5,51,0,0
72,0.02,39,544,21,2,36,15,5,61,0,0
74,0.02,22,546,21,2,42,14,5,74,0,0
77,0.02,11,546,24,2,50,11,5,78,0,0
104,0.02,40,546,21,2,35,28,5,77,0,0
65,0.02,58,548,49,2,91,44,5,286,0,0
55,0.02,41,548,18,2,32,18,5,155,0,0
81,0.02,37,549,29,2,53,11,5,144,0,0
49,0.02,43,550,18,2,56,29,5,51,0,0
38,0.02,30,550,11,2,30,34,17,25,0,0
85,0.02,52,550,17,2,65,38,44,140,0,0
60,0.02,35,551,17,2,37,23,5,96,0,0
21,0.02,22,555,24,2,120,2,5,35,0,0
71,0.02,200,555,14,2,2,25,16,105,0,0
57,0.02,51,556,18,2,51,19,5,33,0,0
55,0.02,39,556,31,2,58,35,5,111,0,0
173,0.02,57,558,34,2,48,108,5,146,0,0
66,0.02,36,565,21,2,47,30,5,68,0,0
58,0.02,34,566,20,2,33,13,5,136,0,0
359,0.02,38,567,53,2,63,203,5,278,1,2
46,0.02,35,568,19,2,50,16,5,39,0,0
93,0.02,18,569,45,2,94,10,5,27,0,0
35,0.02,21,570,12,2,36,25,5,94,0,0
100,0.02,60,570,19,2,56,46,30,120,0,0
44,0.02,26,574,42,2,44,16,5,55,0,0
81,0.02,33,577,60,2,66,10,5,58,0,0
41,0.02,15,577,24,2,52,14,5,81,0,0
41,0.02,20,579,55,2,49,12,5,63,0,0
64,0.02,44,582,21,2,47,25,10,120,0,0
43,0.02,17,583,15,2,49,28,5,51,0,0
65,0.02,17,587,31,2,54,13,5,83,0,0
62,0.02,46,590,16,2,33,41,5,170,0,0
42,0.02,32,595,12,2,44,25,5,70,0,0
41,0.02,27,595,33,2,38,13,5,31,0,0
139,0.02,115,595,32,2,11,27,34,146,0,0
80,0.02,52,598,39,2,72,36,17,270,0,0
106,0.02,46,598,28,2,79,18,5,120,0,0
57,0.02,33,600,22,2,63,15,5,90,0,0
67,0.02,20,603,32,2,59,67,5,212,0,0
98,0.02,49,603,33,2,92,25,5,117,0,0
139,0.02,50,605,38,2,7,48,11,150,0,0
51,0.02,18,610,16,2,26,20,5,107,0,0
42,0.02,9,612,28,2,24,10,5,31,0,0
83,0.02,17,615,36,2,94,14,5,42,0,0
96,0.02,27,618,23,2,81,21,5,100,0,0
168,0.02,107,619,52,2,88,63,12,130,0,0
90,0.02,46,620,45,2,92,22,5,75,0,0
154,0.02,80,620,49,2,107,53,5,139,0,0
43,0.02,38,627,21,2,35,18,5,180,0,0
60,0.02,26,628,18,2,43,6,5,40,0,0
75,0.02,16,628,18,2,59,13,5,98,0,0
48,0.02,46,631,23,2,47,17,5,152,0,0
