Ag,B,Ba,Co,Cr,Mo,Ni,Pb,Sn,Zn,Binary,Quaternary
0.02,52,333,62,78,1,85,60,155,610,0,0
0.02,38,650,35,420,1,25,55,85,300,0,0
0.02,43,360,28,340,1,16,38,32,155,0,0
0.02,48,1200,29,300,2,26,35,29,160,0,0
0.02,48,320,30,110,1,8,48,19,139,0,0
0.02,45,300,31,280,1,16,48,30,231,0,0
0.02,48,292,26,160,1,14,48,28,165,0,0
0.02,38,250,32,245,1,10,41,5,195,0,0
0.02,25,425,19,82,1,2,41,5,91,0,0
0.02,29,320,70,899,1,125,65,16,195,0,0
1,69,295,58,265,1,60,68,95,390,1,1
0.02,28,325,29,160,1,7,56,10,235,0,0
0.02,46,490,32,62,1,9,68,19,240,0,0
0.02,31,485,33,121,1,10,62,18,200,0,0
0.02,32,420,51,500,1,48,110,30,144,0,0
1,58,600,72,291,1,65,70,101,480,0,0
0.02,34,380,38,140,1,10,53,16,179,0,0
0.02,51,410,43,180,2,28,50,13,156,0,0
0.02,50,605,38,149,2,7,48,11,150,0,0
0.02,72,515,31,101,2,2,70,5,149,0,0
0.02,49,505,29,125,2,2,61,5,159,0,0
0.02,38,302,25,46,1,56,42,10,125,0,0
0.02,43,280,35,120,1,96,32,21,140,0,0
0.02,32,248,24,73,2,68,36,5,150,0,0
0.02,44,400,34,156,2,102,40,10,100,0,0
0.02,43,248,30,500,1,103,42,16,162,0,0
0.02,42,385,27,143,1,69,36,16,140,0,0
0.02,50,445,54,206,1,112,38,16,141,0,0
0.02,31,380,23,112,1,52,41,5,82,0,0
0.02,42,404,33,62,2,76,28,41,193,0,0
0.02,42,448,28,120,1,80,38,20,123,0,0
1,120,504,63,85,1,255,62,171,360,0,0
0.02,52,420,19,188,-999,76,27,17,142,0,0
0.02,54,398,19,127,-999,65,27,5,88,0,0
0.02,42,515,16,86,-999,55,32,5,105,0,0
0.02,122,492,20,99,-999,66,27,15,105,0,0
0.02,94,430,18,118,-999,84,27,15,105,0,0
0.02,52,285,25,84,-999,65,20,17,290,0,0
0.02,60,360,22,100,-999,92,42,15,200,0,0
0.02,58,540,33,330,-999,158,34,54,330,0,0
0.02,58,660,30,132,-999,129,32,50,235,0,0
0.02,42,255,43,318,1,132,42,44,190,0,0
0.02,42,335,35,180,1,90,42,30,160,0,0
0.02,37,295,43,318,1,132,51,40,160,0,0
0.02,24,150,42,700,1,140,15,48,215,0,0
0.02,22,118,43,212,1,158,28,62,240,0,0
0.02,34,178,61,550,1,238,45,170,530,0,0
0.02,29,182,54,365,1,185,19,56,225,0,0
0.02,27,178,52,262,1,168,38,78,242,0,0
0.02,46,390,50,155,1,165,35,64,250,0,0
0.02,30,440,52,224,1,159,32,48,268,0,0
0.02,41,382,50,262,1,150,44,89,310,0,0
0.02,38,250,48,540,1,300,28,89,360,0,0
0.02,13,420,32,308,1,80,35,39,315,0,0
0.02,35,360,42,318,2,125,240,69,272,0,0
0.02,49,470,46,530,1,142,54,65,332,0,0
0.02,45,365,52,370,1,154,30,79,230,0,0
0.02,165,720,30,111,2,46,65,29,335,0,0
0.02,54,545,27,352,-999,158,35,29,212,0,0
0.02,33,258,19,32,-999,83,10,5,64,0,0
0.02,68,332,38,100,-999,230,28,82,330,0,0
0.02,47,335,24,126,-999,100,27,24,200,0,0
0.02,38,427,24,61,2,49,25,5,68,0,0
0.02,46,620,45,170,2,92,22,5,75,0,0
0.02,11,474,18,27,1,30,19,5,55,0,0
0.02,36,565,21,56,2,47,30,5,68,0,0
0.02,28,486,27,60,2,47,19,5,69,0,0
0.02,14,331,20,60,2,38,14,5,53,0,0
0.02,11,333,20,29,2,45,16,5,58,0,0
0.02,21,413,24,66,2,46,14,5,58,0,0
0.02,27,476,27,60,2,72,17,5,49,0,0
0.02,39,544,21,40,2,36,15,5,61,0,0
0.02,8,294,21,88,2,33,9,5,45,0,0
0.02,12,472,27,87,1,48,13,5,34,0,0
0.02,17,529,21,61,1,38,15,5,42,0,0
0.02,21,508,24,110,2,37,18,5,52,0,0
0.02,7,329,21,136,2,41,12,5,43,0,0
0.02,26,411,22,72,1,41,17,5,69,0,0
0.02,7,312,24,67,1,39,13,5,70,0,0
0.02,18,339,25,80,1,48,15,12,61,0,0
0.02,39,562,17,70,1,44,22,5,45,0,0
0.02,49,710,17,37,1,30,19,5,45,0,0
0.02,27,616,15,54,1,33,19,5,53,0,0
0.02,57,760,22,49,1,39,19,5,40,0,0
0.02,24,342,28,54,1,55,17,5,88,0,0
0.02,14,318,27,68,1,56,16,5,91,0,0
0.02,23,418,18,57,1,31,13,5,52,0,0
0.02,38,443,34,90,1,50,16,5,67,0,0
0.02,23,448,21,59,1,35,17,5,76,0,0
0.02,28,345,41,65,1,56,14,13,83,0,0
0.02,36,281,38,35,1,54,13,14,90,0,0
0.02,51,506,27,78,1,48,27,5,82,0,0
0.02,27,360,32,59,1,46,12,5,66,0,0
0.02,16,318,18,68,1,29,16,5,78,0,0
0.02,16,270,20,54,1,28,13,5,64,0,0
0.02,19,232,22,36,1,31,11,5,71,0,0
0.02,21,292,27,41,1,48,11,5,67,0,0
0.02,9,387,20,108,1,44,24,5,94,0,0
0.02,13,358,21,49,1,42,14,11,79,0,0
0.02,17,413,22,58,1,67,16,5,82,0,0
0.02,26,402,14,39,1,24,16,5,51,0,0
0.02,22,429,22,43,1,35,16,5,73,0,0
0.02,27,434,22,69,1,38,19,5,70,0,0
0.02,26,304,22,26,4,31,13,5,70,0,0
0.02,21,319,34,27,1,95,11,11,67,0,0
0.02,26,436,32,65,1,71,22,10,88,0,0
0.02,22,386,19,56,1,40,13,5,101,0,0
0.02,15,539,18,53,1,32,16,5,116,0,0
0.02,28,577,23,55,1,43,19,5,110,0,0
0.02,21,308,15,41,1,35,10,5,92,0,0
0.02,19,304,17,43,1,38,16,5,113,0,0
0.02,39,388,22,75,1,41,95,5,118,0,0
0.02,31,453,25,73,1,48,18,5,99,0,0
0.02,42,435,16,102,1,34,13,5,76,0,0
0.02,28,377,30,100,1,59,11,11,96,0,0
0.02,44,464,26,88,1,58,18,10,107,0,0
0.02,42,531,33,108,1,99,21,11,127,0,0
0.02,30,480,19,77,1,44,15,5,87,0,0
0.02,23,469,23,57,1,46,12,11,106,0,0
0.02,21,356,24,66,1,46,15,12,114,0,0
0.02,18,338,27,62,1,58,12,11,121,0,0
0.02,25,536,16,79,1,51,14,5,100,0,0
0.02,28,520,16,89,1,36,25,5,120,0,0
0.02,9,344,19,17,1,37,11,5,102,0,0
0.02,16,442,18,61,1,38,15,5,101,0,0
0.02,20,339,26,58,2,48,13,5,113,0,0
0.02,31,346,25,40,2,47,11,11,79,0,0
0.02,44,582,21,112,2,47,25,10,120,0,0
0.02,40,413,20,70,2,64,18,12,131,0,0
0.02,35,510,15,66,2,33,19,5,113,0,0
0.02,28,518,19,54,2,35,15,5,80,0,0
0.02,35,551,17,62,2,37,23,5,96,0,0
0.02,19,312,15,55,2,45,12,5,88,0,0
0.02,31,408,19,55,2,38,16,5,108,0,0
0.02,26,440,18,50,2,38,15,5,87,0,0
0.02,31,474,21,56,2,50,22,5,123,0,0
0.02,19,420,19,78,1,40,15,5,85,0,0
0.02,28,454,19,75,2,43,16,5,105,0,0
0.02,28,400,18,57,2,38,21,5,111,0,0
0.02,51,766,28,151,2,50,30,14,106,0,0
0.02,27,369,19,66,2,48,18,5,104,0,0
0.02,45,426,32,82,2,58,18,5,99,0,0
0.02,28,362,29,110,2,228,16,5,109,0,0
0.02,37,355,23,69,4,50,18,5,114,0,0
0.02,25,301,20,58,2,41,8,5,87,0,0
0.02,29,327,22,36,2,40,15,5,123,0,0
0.02,22,426,18,92,2,57,15,5,93,0,0
0.02,27,618,23,61,2,81,21,5,100,0,0
1,28,278,17,31,2,27,33,5,118,0,0
0.02,51,331,18,35,2,36,61,5,135,0,0
0.02,44,450,27,121,2,54,15,5,102,0,0
0.02,22,546,21,54,2,42,14,5,74,0,0
0.02,18,241,25,32,2,42,12,14,155,0,0
0.02,26,563,24,71,4,46,32,5,80,0,0
0.02,31,402,25,82,2,57,15,5,60,0,0
0.02,15,433,24,38,2,42,21,16,90,0,0
0.02,28,370,27,61,2,52,15,11,79,0,0
0.02,22,464,28,50,1,44,27,10,79,1,2
0.02,44,338,29,130,1,59,18,11,70,0,0
0.02,28,367,22,95,2,38,14,5,77,0,0
0.02,34,393,15,53,2,22,65,5,205,0,0
0.02,33,139,17,40,2,25,29,5,92,0,0
0.02,18,423,17,35,1,28,20,5,70,0,0
0.02,32,498,22,67,1,35,26,5,73,0,0
0.02,28,314,20,35,2,29,22,5,55,0,0
0.02,61,445,39,59,4,225,35,11,81,0,0
0.02,33,573,27,56,1,44,15,5,55,0,0
0.02,31,471,28,97,2,44,18,5,77,0,0
0.02,52,359,16,74,2,93,20,11,108,0,0
0.02,19,316,12,80,4,50,18,5,92,0,0
0.02,39,471,28,125,2,93,19,5,91,0,0
0.02,31,546,21,128,4,46,24,5,86,1,3
0.02,24,458,21,103,2,42,13,5,114,0,0
0.02,26,628,18,112,2,43,6,5,40,0,0
0.02,22,448,15,77,4,34,14,5,106,0,0
0.02,18,537,24,73,2,55,22,5,126,0,0
0.02,24,464,21,87,2,51,14,5,67,0,0
0.02,25,529,20,84,2,47,10,5,75,0,0
0.02,23,534,20,94,4,46,14,5,76,0,0
0.02,48,482,20,68,2,45,29,5,101,0,0
0.02,28,485,24,62,2,49,21,5,129,0,0
0.02,14,482,22,52,2,48,46,5,90,0,0
0.02,21,594,21,75,1,47,16,5,95,0,0
0.02,14,459,29,54,1,58,14,10,109,0,0
0.02,8,375,20,27,1,42,11,5,94,0,0
0.02,25,532,35,103,2,88,16,20,104,0,0
0.02,22,499,34,93,4,70,24,10,155,0,0
0.02,11,546,24,56,2,50,11,5,78,0,0
0.02,17,428,22,62,1,41,19,5,115,0,0
0.02,17,576,20,62,1,47,14,5,63,0,0
0.02,22,643,19,53,1,59,7,5,57,0,0
0.02,16,628,18,59,2,59,13,5,98,0,0
0.02,80,280,15,39,1,47,33,5,117,0,0
0.02,11,361,18,50,2,61,11,5,115,0,0
0.02,8,286,16,57,2,57,13,5,120,0,0
0.02,18,381,20,68,2,76,14,5,134,0,0
0.02,14,381,20,67,2,66,10,5,99,0,0
0.02,60,895,31,80,1,106,157,5,220,0,0
0.02,22,372,31,70,1,78,40,5,127,0,0
0.02,25,537,31,62,2,82,10,5,72,0,0
0.02,139,639,52,67,2,152,219,5,86,1,2
0.02,47,508,33,56,2,122,26,5,82,0,0
0.02,127,360,30,37,2,71,17,5,64,0,0
0.02,34,278,34,47,1,106,17,5,80,0,0
0.02,29,292,39,53,2,40,12,5,78,0,0
0.02,33,437,34,54,2,105,32,5,96,0,0
0.02,43,421,33,52,1,92,14,5,63,0,0
0.02,35,441,39,68,2,106,20,5,109,0,0
0.02,29,368,34,47,2,121,20,5,94,0,0
0.02,28,233,39,50,2,104,13,5,103,0,0
0.02,20,185,36,42,2,83,14,5,130,0,0
0.02,32,293,42,108,2,63,14,5,126,0,0
0.02,30,386,27,89,4,33,33,5,62,0,0
0.02,29,254,42,67,2,53,8,5,62,0,0
0.02,48,429,61,101,2,94,20,5,97,0,0
0.02,33,342,26,25,4,16,16,5,62,0,0
0.02,29,389,18,21,1,8,16,5,66,0,0
0.02,34,380,19,25,1,8,20,5,63,0,0
0.02,35,426,14,19,1,16,27,5,60,0,0
0.02,33,450,28,42,4,15,16,5,70,0,0
0.02,13,305,13,24,2,5,13,5,65,0,0
0.02,34,583,44,81,1,112,9,5,73,0,0
0.02,27,562,34,58,1,80,15,5,113,0,0
0.02,18,300,13,64,2,36,8,5,34,0,0
0.02,26,456,24,41,1,53,7,5,49,0,0
0.02,43,598,34,65,1,88,12,5,80,0,0
0.02,26,493,34,76,1,79,10,5,80,0,0
0.02,20,272,28,33,1,48,9,5,91,0,0
0.02,22,315,26,64,2,55,2,5,30,0,0
0.02,15,319,16,40,2,36,6,5,31,0,0
0.02,58,548,49,78,2,91,44,5,286,0,0
0.02,39,556,31,35,2,58,35,5,111,0,0
0.02,45,492,29,49,2,58,14,5,101,0,0
0.02,22,545,29,81,4,55,16,5,147,0,0
0.02,14,420,17,40,2,33,6,5,39,0,0
0.02,19,358,20,31,2,38,7,5,51,0,0
0.02,34,566,20,132,2,33,13,5,136,0,0
0.02,26,702,15,117,1,21,13,5,116,0,0
0.02,27,492,24,125,1,34,12,10,111,0,0
0.02,25,356,26,198,1,40,15,10,133,0,0
0.02,23,359,21,143,1,32,19,5,163,0,0
0.02,41,548,18,173,2,32,18,5,155,0,0
0.02,29,544,20,118,1,31,14,5,126,0,0
0.02,19,415,13,68,2,18,13,5,105,0,0
0.02,21,381,12,52,1,9,2,5,71,0,0
0.02,23,475,18,105,1,24,11,5,85,0,0
0.02,10,378,12,53,1,11,8,5,95,0,0
0.02,29,485,14,220,1,22,12,5,119,0,0
0.02,25,562,16,159,1,26,17,5,101,0,0
0.02,19,367,22,152,1,32,11,5,127,0,0
0.02,26,427,25,244,1,39,13,5,117,0,0
0.02,18,419,13,86,1,23,14,5,89,0,0
0.02,37,446,30,99,1,56,19,5,66,1,1
0.02,30,580,28,46,4,46,14,5,47,1,1
0.02,33,593,32,117,8,63,22,5,58,1,1
0.02,29,503,26,92,12,56,20,5,51,0,0
0.02,42,510,35,135,8,63,20,5,64,1,1
0.02,32,379,30,94,4,54,15,5,67,1,1
0.02,27,366,34,49,1,54,8,5,45,1,1
0.02,28,392,35,82,1,88,20,5,66,0,0
0.02,32,460,33,80,1,52,10,5,50,1,1
0.02,60,811,45,79,1,37,12,5,45,0,0
0.02,53,664,46,211,2,55,17,5,85,0,0
0.02,48,699,50,74,2,46,28,5,49,0,0
0.02,34,811,40,113,2,38,23,5,93,1,1
0.02,47,394,44,106,1,47,18,5,55,0,0
0.02,44,751,45,173,2,53,22,5,46,0,0
0.02,51,665,46,191,1,57,14,5,45,0,0
0.02,25,471,42,79,2,92,9,5,135,0,0
0.02,38,516,39,85,2,88,8,5,101,0,0
0.02,51,1200,18,33,4,44,41,5,90,0,0
0.02,37,549,29,52,2,53,11,5,144,0,0
0.02,32,398,33,79,2,66,17,5,123,0,0
0.02,35,483,22,63,2,64,10,5,86,0,0
0.02,30,540,30,54,2,70,17,5,254,0,0
0.02,29,541,32,63,2,74,8,5,114,0,0
0.02,43,451,39,69,2,85,11,5,108,0,0
0.02,63,535,17,82,4,43,39,5,102,0,0
0.02,65,609,44,110,8,48,43,5,52,1,1
0.02,96,652,44,90,4,54,49,5,49,0,0
0.02,22,477,43,59,1,39,13,5,35,0,0
0.02,22,490,39,94,2,43,12,5,36,0,0
0.02,30,681,25,60,1,14,15,5,65,0,0
0.02,30,292,55,104,12,64,14,5,149,0,0
0.02,34,445,49,108,1,63,34,5,64,0,0
0.02,18,686,27,114,1,14,17,5,31,0,0
0.02,10,932,22,157,2,8,9,5,25,0,0
0.02,27,468,39,80,2,69,16,5,55,0,0
0.02,19,442,47,85,2,41,18,5,94,0,0
0.02,19,614,40,114,4,36,14,5,46,0,0
0.02,9,612,28,115,2,24,10,5,31,0,0
0.02,22,528,37,108,4,32,14,5,44,0,0
0.02,32,502,44,58,2,42,18,5,44,0,0
0.02,12,531,32,104,2,22,6,5,21,0,0
0.02,11,428,38,83,2,26,11,5,99,0,0
0.02,23,443,44,78,2,40,11,5,43,0,0
0.02,18,411,18,104,2,17,13,5,34,0,0
0.02,19,383,40,162,2,41,12,5,34,0,0
0.02,18,360,41,92,2,30,21,5,77,0,0
0.02,24,464,52,58,1,42,10,5,53,0,0
0.02,22,471,36,62,1,26,15,5,32,0,0
0.02,17,493,38,66,2,31,17,5,76,0,0
0.02,10,413,29,86,1,13,10,5,29,0,0
0.02,18,573,53,74,1,55,21,5,48,0,0
0.02,24,415,34,36,2,20,13,5,40,0,0
0.02,23,299,47,66,1,37,8,5,53,0,0
0.02,21,399,58,86,2,54,15,5,63,0,0
0.02,22,321,53,76,1,44,12,5,106,0,0
0.02,37,435,29,99,1,59,21,16,69,0,0
0.02,31,423,25,65,2,37,13,10,79,0,0
0.02,31,400,29,51,2,43,16,14,90,0,0
0.02,31,446,29,64,2,47,18,14,77,0,0
0.02,23,351,27,81,2,41,14,14,69,0,0
0.02,43,385,34,104,2,66,18,19,109,0,0
0.02,33,318,27,83,2,43,14,12,89,0,0
0.02,34,467,33,78,2,48,15,15,113,0,0
0.02,24,380,30,60,1,48,14,16,92,0,0
0.02,41,439,26,65,2,35,30,13,154,0,0
0.02,50,531,24,81,2,106,58,10,395,0,0
0.02,52,784,32,129,2,67,103,14,381,0,0
0.02,21,705,11,66,2,34,42,5,104,0,0
0.02,42,450,21,65,2,43,36,5,160,0,0
0.02,29,483,12,70,2,32,42,5,124,0,0
0.02,15,542,9,68,2,24,29,5,51,0,0
0.02,60,500,21,190,1,79,30,26,130,0,0
0.02,13,657,10,69,2,22,47,5,63,0,0
0.02,19,780,15,75,2,36,39,5,98,0,0
0.02,30,1200,32,84,1,92,460,5,212,0,0
0.02,20,580,9,58,1,24,22,26,70,0,0
0.02,21,570,12,85,2,36,25,5,94,0,0
0.02,21,537,15,110,2,38,37,5,65,1,3
0.02,18,520,15,60,2,43,25,5,95,0,0
0.02,42,345,18,96,2,67,36,5,142,0,0
0.02,18,478,7,49,1,26,29,13,70,0,0
0.02,26,540,13,76,1,46,33,5,65,0,0
0.02,60,420,19,160,2,80,40,24,170,0,0
0.02,19,580,11,76,1,34,23,5,72,0,0
0.02,13,615,11,38,1,30,25,5,50,0,0
0.02,41,595,64,80,1,230,45,5,480,0,0
0.02,18,640,12,60,1,36,29,86,60,0,0
0.02,18,480,11,71,1,370,30,5,57,0,0
0.02,10,635,5,44,1,20,21,5,50,0,0
0.02,21,540,11,52,1,42,23,5,82,0,0
0.02,15,490,8,75,1,30,17,5,51,0,0
0.02,30,440,10,125,1,41,50,5,90,0,0
0.02,21,650,7,50,1,40,31,5,90,0,0
0.02,80,450,13,120,1,50,30,5,850,0,0
0.02,25,710,10,52,1,2,24,10,90,0,0
0.02,42,700,13,89,1,2,20,5,91,0,0
0.02,31,705,16,90,1,7,75,5,149,0,0
0.02,31,650,11,79,1,2,50,13,75,0,0
0.02,29,800,12,80,1,2,21,5,85,0,0
0.02,71,410,27,34,1,12,32,5,180,0,0
0.02,99,340,28,71,1,21,60,38,210,0,0
0.02,15,225,12,40,1,2,9,48,480,0,0
0.02,68,580,25,115,1,10,17,5,98,0,0
0.02,68,516,26,100,1,7,25,19,155,0,0
0.02,83,450,23,120,2,90,30,23,94,0,0
0.02,24,660,10,31,1,2,14,29,79,0,0
0.02,29,750,16,65,1,2,15,5,75,0,0
0.02,58,550,25,70,1,9,21,5,149,0,0
0.02,85,290,15,85,1,2,19,30,130,0,0
0.02,86,410,18,70,2,2,25,16,160,0,0
0.02,91,495,22,62,1,5,24,24,126,0,0
0.02,85,480,25,75,1,6,26,16,150,0,0
0.02,80,450,26,140,1,6,16,31,125,0,0
0.02,76,700,20,52,2,2,31,21,120,0,0
0.02,31,680,11,54,1,2,19,5,91,0,0
0.02,52,450,18,160,1,85,36,26,110,0,0
0.02,101,426,20,75,2,6,28,5,140,0,0
0.02,115,500,16,100,1,2,23,15,140,0,0
0.02,200,555,14,61,2,2,25,16,105,0,0
0.02,106,600,21,65,1,6,16,5,100,0,0
0.02,61,560,28,100,1,10,24,10,140,0,0
0.02,115,595,32,70,2,11,27,34,146,0,0
0.02,180,520,29,46,1,8,26,28,160,0,0
0.02,241,425,51,71,2,18,26,34,180,0,0
0.02,175,420,28,105,2,11,20,41,121,1,3
0.02,100,580,27,79,1,11,25,20,140,0,0
0.02,90,460,25,130,2,110,41,78,220,0,0
0.02,175,320,36,82,1,63,46,20,200,0,0
0.02,120,410,24,96,2,51,69,55,270,0,0
0.02,51,510,18,70,1,34,30,42,90,0,0
0.02,77,420,18,74,2,42,32,11,62,0,0
0.02,69,440,22,82,1,53,38,18,65,0,0
0.02,62,450,16,85,1,42,45,25,100,0,0
0.02,28,340,32,350,1,135,34,21,120,0,0
0.02,30,340,26,320,1,135,30,60,69,0,0
0.02,30,360,20,210,1,73,30,28,70,0,0
0.02,26,240,28,134,1,95,32,29,250,0,0
0.02,64,500,19,120,1,71,40,65,220,0,0
0.02,25,650,10,135,1,38,31,55,20,0,0
0.02,27,660,10,140,1,52,32,5,46,0,0
0.02,36,360,28,260,2,89,41,5,180,0,0
0.02,28,260,28,280,1,110,24,48,120,0,0
0.02,35,360,21,270,1,71,32,26,110,0,0
0.02,26,260,30,310,1,110,25,45,130,0,0
0.02,25,240,36,490,1,145,31,55,140,0,0
0.02,23,290,29,270,1,120,22,40,70,0,0
0.02,32,520,16,120,2,59,32,10,80,0,0
0.02,23,650,9,92,2,35,25,5,10,0,0
0.02,84,440,17,120,1,70,38,40,120,0,0
0.02,60,520,13,70,1,48,39,5,40,0,0
0.02,38,480,6,70,1,25,31,5,28,0,0
0.02,46,620,14,69,1,40,66,5,65,0,0
0.02,60,570,19,88,2,56,46,30,120,0,0
0.02,70,440,18,98,1,60,40,5,81,0,0
0.02,62,660,18,120,1,48,40,26,145,0,0
0.02,70,500,18,115,1,62,34,27,120,0,0
0.02,52,550,17,120,2,65,38,44,140,0,0
0.02,55,480,18,135,2,70,31,30,110,0,0
0.02,42,380,17,150,1,72,32,20,180,0,0
0.02,28,470,11,65,2,42,24,5,120,0,0
0.02,46,426,17,53,2,37,43,5,67,0,0
0.02,87,398,26,87,2,53,70,5,72,0,0
0.02,78,378,28,76,-999,39,21,5,82,0,0
0.02,77,409,27,84,1,47,20,5,98,0,0
0.02,76,361,27,84,2,37,19,5,82,0,0
0.02,69,432,28,120,1,43,18,5,103,0,0
0.02,73,395,34,89,1,50,18,5,123,0,0
0.02,13,374,16,44,2,42,12,5,112,0,0
0.02,12,308,15,67,1,35,9,5,70,0,0
0.02,13,365,14,56,1,35,9,5,64,0,0
0.02,10,215,20,85,1,43,2,5,81,0,0
0.02,14,247,21,90,1,50,6,5,75,0,0
0.02,5,172,15,82,1,35,2,5,58,0,0
0.02,9,176,18,76,1,40,2,5,72,0,0
0.02,7,169,19,80,1,42,2,5,62,0,0
0.02,11,394,13,56,1,32,8,5,58,0,0
0.02,2,155,14,67,2,46,2,5,59,0,0
0.02,7,181,18,103,2,42,2,5,74,0,0
0.02,17,258,37,178,2,90,2,5,83,0,0
0.02,15,224,41,97,1,175,6,5,103,0,0
0.02,22,280,52,316,2,140,10,5,116,0,0
0.02,26,280,44,176,2,88,9,5,99,0,0
0.02,31,324,51,211,1,116,10,5,144,0,0
0.02,21,258,23,74,1,25,8,5,97,0,0
0.02,11,214,18,70,1,20,2,5,77,0,0
0.02,13,259,22,96,4,23,8,5,93,0,0
0.02,8,390,12,60,1,25,9,5,95,0,0
0.02,7,172,15,65,4,31,2,5,80,0,0
0.02,9,155,19,76,2,40,2,5,81,0,0
0.02,11,203,18,85,2,38,6,5,125,0,0
0.02,22,401,22,93,2,29,10,5,85,0,0
0.02,7,275,12,47,2,11,2,5,56,0,0
0.02,15,264,31,132,2,45,2,5,72,0,0
0.02,7,193,14,47,2,16,11,10,83,0,0
0.02,31,380,26,89,2,38,14,5,100,0,0
0.02,37,440,26,99,2,42,15,5,108,0,0
0.02,26,263,22,67,2,26,9,5,107,0,0
0.02,13,390,12,47,-999,27,8,5,52,0,0
0.02,10,197,23,116,1,37,2,10,100,0,0
0.02,14,195,30,26,1,57,8,11,112,0,0
0.02,29,507,23,85,2,30,13,5,98,0,0
0.02,10,295,21,92,2,28,14,11,145,0,0
0.02,17,343,22,95,2,30,12,5,115,0,0
0.02,13,309,16,89,4,21,10,5,81,0,0
0.02,13,294,16,78,2,22,29,5,111,0,0
0.02,19,324,31,425,2,42,16,5,96,0,0
0.02,17,271,31,131,2,40,9,5,99,0,0
0.02,10,259,31,106,2,39,6,5,72,0,0
0.02,10,396,14,36,-999,36,12,5,82,0,0
0.02,25,410,27,124,4,39,12,5,82,0,0
0.02,17,385,27,146,4,37,11,5,74,0,0
0.02,7,391,10,29,1,6,7,5,44,0,0
0.02,7,220,26,52,1,55,11,5,131,0,0
0.02,13,332,10,20,1,6,2,5,51,0,0
0.02,2,98,11,42,2,14,2,5,30,0,0
0.02,2,102,19,331,2,30,2,5,72,0,0
0.02,9,150,28,221,1,69,6,5,64,0,0
0.02,10,116,37,575,1,87,2,5,79,0,0
0.02,17,293,25,63,1,48,11,5,94,0,0
0.02,11,458,18,41,1,33,10,5,52,0,0
0.02,6,395,16,49,1,25,7,5,53,0,0
0.02,2,193,43,88,1,31,2,5,35,0,0
0.02,5,340,16,40,2,19,7,5,55,0,0
0.02,2,220,25,43,-999,48,7,5,94,0,0
0.02,13,372,19,100,2,32,11,5,89,0,0
0.02,7,381,16,39,1,32,11,5,44,0,0
0.02,9,381,14,49,1,32,8,5,56,0,0
0.02,7,410,12,35,1,29,9,5,51,0,0
0.02,7,350,11,47,2,23,7,5,57,0,0
0.02,37,374,46,102,-999,78,22,5,111,0,0
0.02,36,670,36,137,-999,71,21,5,80,0,0
0.02,48,732,43,156,1,84,29,5,90,0,0
0.02,27,510,41,128,1,99,36,5,105,0,0
0.02,56,750,39,156,1,70,43,11,86,0,0
0.02,36,750,34,129,1,59,18,5,46,0,0
0.02,57,730,39,126,1,70,40,5,84,0,0
0.02,75,834,41,117,1,75,33,14,85,0,0
0.02,80,567,41,165,1,77,29,5,71,0,0
0.02,72,486,25,148,1,49,26,5,74,0,0
0.02,43,287,33,56,2,108,14,5,127,0,0
0.02,95,674,55,238,1,152,25,5,81,0,0
0.02,81,534,34,177,2,84,24,5,50,0,0
0.02,101,597,39,205,1,94,34,5,51,0,0
0.02,100,607,94,197,1,233,353,14,345,1,3
0.02,55,573,73,180,12,229,166,11,241,1,3
0.02,64,520,34,102,4,80,121,5,156,0,0
0.02,62,531,78,126,52,200,303,5,41,1,3
0.02,127,760,105,257,2,248,315,12,197,1,3
0.02,94,583,78,224,20,232,389,26,315,1,3
0.02,58,541,36,83,1,98,18,5,78,0,0
0.02,26,359,30,54,4,52,17,5,102,0,0
0.02,51,402,17,59,1,35,24,5,86,0,0
0.02,47,421,13,54,2,29,31,5,79,0,0
0.02,29,354,11,57,1,25,17,5,56,0,0
0.02,42,448,11,79,2,26,25,5,57,0,0
0.02,35,384,14,65,4,37,26,5,71,0,0
0.02,42,450,18,87,1,43,21,5,60,0,0
0.02,25,412,11,54,1,27,18,5,47,0,0
0.02,31,354,11,61,1,30,12,5,41,0,0
0.02,31,364,15,67,-999,52,20,5,72,0,0
0.02,38,419,11,39,1,24,31,5,71,0,0
0.02,35,308,29,60,2,55,16,5,107,0,0
0.02,28,372,11,34,2,28,28,5,84,0,0
0.02,32,318,10,35,4,23,9,5,48,0,0
0.02,46,459,20,83,1,48,19,5,70,0,0
0.02,39,240,11,27,1,23,11,5,64,0,0
0.02,35,297,9,44,2,24,11,5,54,0,0
0.02,45,349,13,37,2,29,16,5,80,0,0
0.02,43,282,12,24,2,27,14,5,57,0,0
0.02,53,297,9,44,2,21,24,5,67,0,0
0.02,46,275,9,61,8,22,46,5,71,0,0
0.02,49,285,10,36,-999,21,44,5,94,0,0
0.02,42,188,23,32,2,42,16,5,94,0,0
0.02,41,348,14,40,8,30,14,5,88,0,0
0.02,43,193,10,27,32,22,10,5,50,0,0
0.02,49,322,16,49,4,36,90,5,111,0,0
0.02,51,247,13,66,16,34,177,5,181,1,1
0.02,47,-999,11,37,16,30,131,5,152,0,0
0.02,31,-999,11,22,2,27,92,5,94,0,0
0.02,35,-999,11,31,2,28,23,5,61,0,0
0.02,34,-999,8,37,1,21,26,5,68,0,0
0.02,46,-999,15,52,1,31,50,5,122,0,0
